商品ｺｰﾄﾞ,商品名,商品名索引,単位
703032I039004,U2型ﾍﾘﾃｰﾌﾟ 3.65φ 黒(着色黒)単価確認,U2ｶﾞﾀ,ｍ
703032I039005,U2型ﾍﾘﾃｰﾌﾟ 3.65φ 黒ﾂﾔ有,U2ｶﾞﾀ,ｍ
703032I039006,U2型ﾍﾘﾃｰﾌﾟ 3.65φ 紺1259,U2ｶﾞﾀ,ｍ
703032I039007,U2型ﾍﾘﾃｰﾌﾟ 3.65φ 赤1119,U2ｶﾞﾀ,ｍ
703032I039008,U2型ﾍﾘﾃｰﾌﾟ 3.65φ 茶1076,U2ｶﾞﾀ,ｍ
703032I039009,U2型ﾍﾘﾃｰﾌﾟ 3.65φ 茶1469,U2ｶﾞﾀ,ｍ
703032I040001,ｶﾊﾞｰﾃｰﾌﾟ,ｶﾊﾞｰﾃｰﾌﾟ,本
703032I041001,ｻﾝﾄﾌﾟﾚｰﾝﾁｭｰﾌﾞ 100m巻 本社,ｻﾝﾄﾌﾟﾚｰﾝﾁｭ,ｍ
703032I041002,ｻﾝﾄﾌﾟﾚｰﾝﾁｭｰﾌﾞ4φ,ｻﾝﾄﾌﾟﾚｰﾝﾁｭ,ｍ
703032I041003,ｻﾝﾄﾌﾟﾚｰﾝﾁｭｰﾌﾞ4x5.5(5000m以上/回),ｻﾝﾄﾌﾟﾚｰﾝﾁｭ,ｍ
703032I042001,ﾊﾆｶﾑ材 30×65,ﾊﾆｶﾑ,本
703032I042002,ﾊﾆｶﾑ材 30×85,ﾊﾆｶﾑ,本
703032I042003,ﾊﾆｶﾑ材 30×100,ﾊﾆｶﾑ,本
703032I042004,ﾊﾆｶﾑ材 30×115,ﾊﾆｶﾑ,本
703032I042005,ﾊﾆｶﾑ材 30×225,ﾊﾆｶﾑ,本
703032I042006,ﾊﾆｶﾑ材 30×230,ﾊﾆｶﾑ,本
703032I042007,ﾊﾆｶﾑ材 30×240,ﾊﾆｶﾑ,本
703032I042008,ﾊﾆｶﾑ材 30×260,ﾊﾆｶﾑ,本
703032I042009,ﾊﾆｶﾑ材 30×270,ﾊﾆｶﾑ,本
703032I042010,ﾊﾆｶﾑ材 30×280,ﾊﾆｶﾑ,本
703032I042011,ﾊﾆｶﾑ材 30×290,ﾊﾆｶﾑ,本
703032I042012,ﾊﾆｶﾑ材 30×310,ﾊﾆｶﾑ,本
703032I042013,ﾊﾆｶﾑ材 30×320,ﾊﾆｶﾑ,本
703032I042014,ﾊﾆｶﾑ材 30×340,ﾊﾆｶﾑ,本
703032I042015,ﾊﾆｶﾑ材 30×360,ﾊﾆｶﾑ,本
703032I042016,ﾊﾆｶﾑ材 30×380,ﾊﾆｶﾑ,本
703032I042017,ﾊﾆｶﾑ材 30×660,ﾊﾆｶﾑ,本
703032I042018,ﾊﾆｶﾑ材 30×700,ﾊﾆｶﾑ,本
703032I042019,ﾊﾆｶﾑ材 30×730,ﾊﾆｶﾑ,本
703032I042020,ﾊﾆｶﾑ材 30×760,ﾊﾆｶﾑ,本
703032I043003,ﾊﾝｶﾞｰ滑り止め L=2000(ﾄﾙｸ),ﾊﾝｶﾞｰ,本
703032I044001,ﾌｧｽﾅｰｶﾞｰﾄﾞ別注 73 L=2400 ｸﾞﾛｽﾌﾞﾙｰ,ﾌｧｽﾅｰｶﾞｰﾄﾞ,本
703032I044002,ﾌｧｽﾅｰｶﾞｰﾄﾞ別注 73 L=2400 ｸﾞﾛｽﾚｯﾄﾞ,ﾌｧｽﾅｰｶﾞｰﾄﾞ,本
703032I044003,ﾌｧｽﾅｰｶﾞｰﾄﾞ別注 73 L=2400 ﾌﾟﾗﾁﾅﾑｼﾙﾊﾞｰ,ﾌｧｽﾅｰｶﾞｰﾄﾞ,本
703032I044004,ﾌｧｽﾅｰｶﾞｰﾄﾞ別注 73 L=2400 ﾌﾞﾗｯｸ0014,ﾌｧｽﾅｰｶﾞｰﾄﾞ,本
703032I045001,ﾌｨｯｸｽﾁｬｰﾊﾞｰ滑り止め75用　618mm(30本),ﾌｨｯｸｽﾁｬｰﾊﾞ,式
703032I046001,ﾍﾞｰｽﾃｰﾌﾟ,ﾍﾞｰｽﾃｰﾌﾟ,本
703032I047001,引き手ｶﾊﾞｰ φ7.7 L=30 10000本(本社),ﾋｷﾃｶﾊﾞｰ,本
703032I047002,引き手ｶﾊﾞｰ φ7.7 L=30 3000本(本社),ﾋｷﾃｶﾊﾞｰ,本
703032I047003,引き手ｶﾊﾞｰ φ7.7 L=30 5000本(本社),ﾋｷﾃｶﾊﾞｰ,本
703032I047004,引き手ｶﾊﾞｰ φ7.7 L=30 8000本(本社),ﾋｷﾃｶﾊﾞｰ,本
703032I047005,引き手ｶﾊﾞｰ φ8 L=30 10000本(ﾎﾝｼｬ),ﾋｷﾃｶﾊﾞｰ ﾌｧ,本
703032I047006,引き手ｶﾊﾞｰ φ8 L=30 3000本(本社),ﾋｷﾃｶﾊﾞｰ ﾌｧ,本
703032I047007,引き手ｶﾊﾞｰ φ8 L=30 5000本(本社),ﾋｷﾃｶﾊﾞｰ ﾌｧ,本
703032I047008,引き手ｶﾊﾞｰ φ8 L=30 8000本(本社),ﾋｷﾃｶﾊﾞｰ ﾌｧ,本
703032I048001,防水ﾊﾟｯｷﾝ L=1.110mm,ﾎﾞｳｽｲﾊﾟｯｷﾝ,本
703032I049001,OPｼｰﾙﾊﾟｯｷﾝ ﾗｲﾄｸﾞﾚｰ,OPｼｰﾙﾊﾟｯｷﾝ,ｍ
703032I049002,OPｼｰﾙﾊﾟｯｷﾝ 黒,OPｼｰﾙﾊﾟｯｷﾝ,ｍ
703062I001001,PCﾊﾟｲﾌﾟ25φ t=0.9 500本/回,PCﾊﾟｲﾌﾟ25,本
703062I001002,PCﾊﾟｲﾌﾟ25φ t=0.9 1000本/回,PCﾊﾟｲﾌﾟ25,本
703062I001003,PCﾊﾟｲﾌﾟ25φ t=0.9 3000本/回,PCﾊﾟｲﾌﾟ25,本
703062I001004,PCﾊﾟｲﾌﾟ25φ t=0.9 10000本/回,PCﾊﾟｲﾌﾟ25,本
703071D001001,ｵﾚﾌｨﾝ系ﾊﾟｯｷﾝ 10φx3.5φx3t,ｵﾚﾌｨﾝｹｲﾊﾟｯ,
703071D001002,ｵﾚﾌｨﾝ系ﾊﾟｯｷﾝ 10φx4.2φx3t,ｵﾚﾌｨﾝｹｲﾊﾟｯ,
703071D001003,ｵﾚﾌｨﾝ系ﾊﾟｯｷﾝ 10φx4.0φx3t,ｵﾚﾌｨﾝｹｲﾊﾟｯ,
703092I001001,ﾈｯﾄ押え 200ｍ/回,ﾈｯﾄｵｻｴ,ｍ
703092I002001,ﾈｯﾄ押え 500m/回,ﾈｯﾄｵｻｴ,ｍ
703092I003001,ﾈｯﾄ押え 1500m/回,ﾈｯﾄｵｻｴ,ｍ
703092I004001,ﾈｯﾄ押え,ﾈｯﾄｵｻｴ,本
703092I004002,ﾈｯﾄ押え L=1600mm,ﾈｯﾄｵｻｴ,本
703092I004003,ﾈｯﾄ押え L=1500mm,ﾈｯﾄｵｻｴ,本
703092I004004,ﾈｯﾄ押え L=1410mm,ﾈｯﾄｵｻｴ,本
703092I004005,ﾈｯﾄ押え L=1300mm,ﾈｯﾄｵｻｴ,本
703092I004006,ﾈｯﾄ押え L=1200mm,ﾈｯﾄｵｻｴ,本
703092I004007,ﾈｯﾄ押え L=1110mm,ﾈｯﾄｵｻｴ,本
703092I004008,ﾈｯﾄ押え L=935mm,ﾈｯﾄｵｻｴ,本
703092I004009,ﾈｯﾄ押え L=885mm,ﾈｯﾄｵｻｴ,本
703092I004010,ﾈｯﾄ押え L=820mm,ﾈｯﾄｵｻｴ,本
703092I004011,ﾈｯﾄ押え L=780mm,ﾈｯﾄｵｻｴ,本
703092I004012,ﾈｯﾄ押え L=615mm,ﾈｯﾄｵｻｴ,本
703092I004013,ﾈｯﾄ押え L=560mm,ﾈｯﾄｵｻｴ,本
703092I004014,ﾈｯﾄ押え L=295mm,ﾈｯﾄｵｻｴ,本
703092I004015,ﾈｯﾄ押え L=210mm,ﾈｯﾄｵｻｴ,本
703131D001001,FSS-G ﾊｯﾎﾟｳｹﾞﾙS HPN351,,
703141D001001,2mm板用ｴｯｼﾞｶﾊﾞｰ(粘着付)L=1250,2mm｣ｲﾀﾖｳｴｯ,本
703141D001002,2mm板用ｴｯｼﾞｶﾊﾞｰ(粘着付)L=1260,2mm｣ｲﾀﾖｳｴｯ,本
703141D001003,2mm板用ｴｯｼﾞｶﾊﾞｰ(粘着付)L=1550,2mm｣ｲﾀﾖｳｴｯ,本
704011D001001,ｽﾍﾟｰｻｰ 10x10x1000,,
704011D001002,ｽﾍﾟｰｻｰ 15x10x1000,,
704011D002001,角ﾁｭｰﾌﾞ(極小) 4x12　2000mｵｼｷﾘ,,
704011D002002,角ﾁｭｰﾌﾞ(小) 6x16,,
704011D002003,塩ﾋﾞ角ﾁｭｰﾌﾞ（大)29X9X2 50m巻,,
704011D002004,角ﾁｭｰﾌﾞ(中) 9x24,,
704011D002005,塩ﾋﾞ角ﾁｭｰﾌﾞ（特大)34ｘ9ｘ2 25m巻,ｴﾝﾋﾞｶｸ,
704011D003001,水切ﾘｺﾞﾑ 5R2994,,
704011D004001,ｶﾊﾞｰｺﾞﾑ L=1030,,
704011D005001,軟質PVCﾁｭｰﾌﾞ24.5x32x2000L 1C/S(25ﾎﾝ),,本
704011D005002,軟質PVCﾁｭｰﾌﾞ32x39x2000L 1C/S(16ﾎﾝ),,本
704011D005003,軟質PVCﾁｭｰﾌﾞ38x45x2000L 1C/S(12ﾎﾝ),,
704011D006001,ﾎﾞﾄﾑﾁｭｰﾌﾞ6x9 L=100m,,
704011D007001,ﾎﾞﾄﾑﾁｭｰﾌﾞ13x18.4 L=100m,,
704031I001001,1A8420-84403ｶﾊﾞｰ(ｻｲﾄﾞﾋﾟﾗｰL) L=605.1,ｶﾊﾞｰ(ｻｲﾄﾞ,本
704031I001002,1A8420-84413ｶﾊﾞｰ(ｻｲﾄﾞﾋﾟﾗｰR) L=605.1,ｶﾊﾞｰ(ｻｲﾄﾞ,本
704031I001003,1A8420-84301ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰL) L=569.5,ｶﾊﾞｰ(ﾘﾔﾋﾟﾗ,本
704031I001004,1A8420-84312ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰR) L=569.5,ｶﾊﾞｰ(ﾘﾔﾋﾟﾗ,本
704031I001005,1A8425-84302ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰL) L=728.5,1A8425-843,
704031I001006,1A8425-84312ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰR) L=728.5,ｶﾊﾞｰ(ﾘﾔﾋﾟﾗ,本
704041D001001,L字ｺｰﾅｰﾓｰﾙ（半透明）,ｴﾙｼﾞｺｰﾅﾓｰﾙ,ｹ
704041D001002,L字ｺｰﾅｰﾃｰﾌﾟL=2000(+30/-0),ｴﾙｼﾞｺｰﾅﾓｰﾙ,ｹ
704041D001003,L字ｺｰﾅｰﾓｰﾙ（半透明)+強粘着ｴﾗｽﾄﾏｰ,ｴﾙｼﾞｺｰﾅﾓｰﾙ,ｹ
704042I001001,EB用 ｶｰﾄﾘｯｼﾞ L-400,EBｶｰﾄﾘｯｼﾞ,本
704042I002001,HB用 ｶｰﾄﾘｯｼﾞ L-400,HBｶｰﾄﾘｯｼﾞ,本
704062I001001,LED先端ｷｬｯﾌﾟ(CR60°) 400個以上/回,LEDｾﾝﾀﾝｷｬｯ,個
704062I002001,LED先端ｷｬｯﾌﾟ(EPDM90°)1～200個,LEDｾﾝﾀﾝｷｬｯ,式
704062I002002,LED先端ｷｬｯﾌﾟ(EPDM90°) 200個,LEDｾﾝﾀﾝｷｬｯ,個
704062I002003,LED先端ｷｬｯﾌﾟ(EPDM90°) 400個,LEDｾﾝﾀﾝｷｬｯ,個
704062I003001,拡散ﾚﾝｽﾞ S L=400(1～100本),ｶｸｻﾝﾚﾝｽﾞS,式
704062I003002,拡散ﾚﾝｽﾞ S L=400,ｶｸｻﾝﾚﾝｽﾞS,本
704062I003003,拡散ﾚﾝｽﾞ S L=1280,ｶｸｻﾝﾚﾝｽﾞS,本
704062I003011,拡散ﾚﾝｽﾞ 透明 L=1000mm 150本/回,ｶｸｻﾝﾚﾝｽﾞ,本
704062I004001,拡散ﾚﾝｽﾞC(透明) L=400(1～100本),ｶｸｻﾝﾚﾝｽﾞC,
704062I004002,拡散ﾚﾝｽﾞC(透明) L=400 ｾｲｺｰﾏｰﾄ用,ｶｸｻﾝﾚﾝｽﾞC,本
704062I004003,拡散ﾚﾝｽﾞC(透明) L=480 ｾｲｺｰﾏｰﾄ用,ｶｸｻﾝﾚﾝｽﾞC,本
704062I004004,拡散ﾚﾝｽﾞC(透明) L=585 ｾｺｰﾏｰﾄ用,ｶｸｻﾝﾚﾝｽﾞC,本
704062I004005,拡散ﾚﾝｽﾞC(透明) L=800 ｾｲｺｰﾏｰﾄ用,ｶｸｻﾝﾚﾝｽﾞC,本
704062I005001,拡散ﾚﾝｽﾞS 透明,ｶｸｻﾝﾚﾝｽﾞS,本
704062I005002,拡散ﾚﾝｽﾞS ｵﾚﾝｼﾞ,ｶｸｻﾝﾚﾝｽﾞS,本
704062I006001,集光ﾚﾝｽﾞ(PCﾚﾝｽﾞ) 透明　R5　500本,ｼｭｳｺｳﾚﾝｽﾞR,本
704062I006002,集光ﾚﾝｽﾞ(PCﾚﾝｽﾞ) 透明　R5　1000,ｼｭｳｺｳﾚﾝｽﾞR,本
704062I006003,集光ﾚﾝｽﾞ R5 L=255 500本,ｼｭｳｺｳﾚﾝｽﾞR,本
704062I006004,集光ﾚﾝｽﾞ R5 L=255 1000本,ｼｭｳｺｳﾚﾝｽﾞR,本
704072I001001,ﾊｰﾈｽｶﾊﾞｰ L=605,ﾊｰﾈｽｶﾊﾞｰ L,本
704072I001002,ﾊｰﾈｽｶﾊﾞｰ L=610,ﾊｰﾈｽｶﾊﾞｰ L,本
704072I001003,ﾊｰﾈｽｶﾊﾞｰ L=1395,ﾊｰﾈｽｶﾊﾞｰ L,本
704072I001004,ﾊｰﾈｽｶﾊﾞｰ L=1695,ﾊｰﾈｽｶﾊﾞｰ L,本
704072I001005,ﾊｰﾈｽｶﾊﾞｰ L=1850,ﾊｰﾈｽｶﾊﾞｰ L,本
704072I001006,ﾊｰﾈｽｶﾊﾞｰ L=1945,ﾊｰﾈｽｶﾊﾞｰ L,本
704072I001007,ﾊｰﾈｽｶﾊﾞｰ L=1995,ﾊｰﾈｽｶﾊﾞｰ L,本
704082D001001,1A8420-84312 ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰR加工前)*I*,1ｱ8420-843,
704082D001003,1A8420-84301ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰL加工前)*I*,8420-84301,
704082D001004,1A8420-84312ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰR加工前)*I*,8420-844,
704082D001005,1A8420-84413ｶﾊﾞｰ(ｻｲﾄﾞﾋﾟﾗｰR加工前)*I*,8420-844,
704082I001001,1A8420-84300ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰL) L=566,ｶﾊﾞｰ(ﾘﾔﾋﾟﾗ,本
704082I001003,1A8425-84301ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰL) L=725.5,ｶﾊﾞｰ(ﾘﾔﾋﾟﾗ,本
704082I002001,5A8411-84300ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰL)L=569.5,ｶﾊﾞｰ(ﾘﾔﾋﾟﾗ,本
704082I002002,5A8425-84301ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰL)L=728.5,ｶﾊﾞｰ(ﾘﾔﾋﾟﾗ,本
704082I003001,1A8420-84311ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰR) L=566,ｶﾊﾞｰ(ﾘﾔﾋﾟﾗ,本
704082I003003,1A8425-84311ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰR) L=725.5,ｶﾊﾞｰ(ﾘﾔﾋﾟﾗ,本
704082I004001,5A8411-84310ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰR)L=569.5,ｶﾊﾞｰ(ﾘﾔﾋﾟﾗ,本
704082I004002,5A8425-84311ｶﾊﾞｰ(ﾘﾔﾋﾟﾗｰR)L=728.5,ｶﾊﾞｰ(ﾘﾔﾋﾟﾗ,本
704082I005001,1A8420-84402ｶﾊﾞｰ(ｻｲﾄﾞﾋﾟﾗｰL) L=601.2,ｶﾊﾞｰ(ｻｲﾄﾞ,本
704082I006001,5A8411-84400ｶﾊﾞｰ(ｻｲﾄﾞﾋﾟﾗｰL)L=605.1,ｶﾊﾞｰ(ｻｲﾄﾞ,本
704082I007001,1A8420-84412ｶﾊﾞｰ(ｻｲﾄﾞﾋﾟﾗｰR) L=601.2,ｶﾊﾞｰ(ｻｲﾄﾞ,本
704082I008001,5A8411-84410ｶﾊﾞｰ(ｻｲﾄﾞﾋﾟﾗｰR)L=605.1,ｶﾊﾞｰ(ｻｲﾄﾞ,本
704111D001001,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010215,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D001002,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010317,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D001003,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010485,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D001004,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010560,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D001005,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010764,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D001006,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010133,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D001007,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010111,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D001008,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010437,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D001009,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010590,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D001010,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010396,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D001011,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010465,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D001012,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽBﾊﾟｰﾂ JE875010900,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D002001,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽCﾊﾟｰﾂ JE875020547,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D002002,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽCﾊﾟｰﾂ JE875020751,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704111D002003,ｾｰﾋﾞﾝｸﾞｶﾞﾗｽCﾊﾟｰﾂ JE875020352,ｾｰﾋﾞﾝｸﾞｶﾞﾗ,本
704141D001001,ﾆｽｶ向けｸﾘｰﾆﾝｸﾞﾛｰﾗｰ,,
704191I001001,KB-3.5023K-K(黒 抗菌),ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001002,KB-3.5023BR-K(茶 抗菌),ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001004,KB-3.5023 K,ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001005,KB-3.5023 T ﾉｰﾏﾙ ｸﾘｱ,ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001006,KB-2.5014K-K(抗菌)黒,ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001007,KB-3.5023 P2(うすﾋﾟﾝｸ),ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001008,KB-3.5023 YBR ﾉｰﾏﾙ,ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001009,KB-2.5014 BR-K(茶 抗菌),ﾍｱﾊﾞﾝﾄﾞ2.5,kg
704191I001010,KB-4.0023K 黒,ﾍｱﾊﾞﾝﾄﾞ2.5,kg
704191I001011,KB-3.5023 Y11 ﾉｰﾏﾙ,ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001012,KB-3.5023 B9 ﾉｰﾏﾙ,ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001013,KB-2.5014 B9 ﾉｰﾏﾙ,ﾍｱﾊﾞﾝﾄﾞ2.5,kg
704191I001014,KB-2.5014 FR ﾉｰﾏﾙ,ﾍｱﾊﾞﾝﾄﾞ2.5,kg
704191I001015,KB-2.5014 FP2 ﾉｰﾏﾙ,ﾍｱﾊﾞﾝﾄﾞ2.5,kg
704191I001016,KB-2.5014 FP ﾉｰﾏﾙ,ﾍｱﾊﾞﾝﾄﾞ2.5,kg
704191I001017,KB-2.5014 FY ﾉｰﾏﾙ,ﾍｱﾊﾞﾝﾄﾞ2.5,kg
704191I001018,KB-2.5014 FG ﾉｰﾏﾙ,ﾍｱﾊﾞﾝﾄﾞ2.5,kg
704191I001019,KB-2.5014P2(うすﾋﾟﾝｸ),ﾍｱﾊﾞﾝﾄﾞ2.5,kg
704191I001020,KB-3.5023FP2(ﾋﾟﾝｸ),ﾍｱﾊﾞﾝﾄﾞ2.5,kg
704191I001021,KB-2.5014Y2,ﾍｱﾊﾞﾝﾄﾞ2.5,kg
704191I001022,KB-3.5033K-K(黒 抗菌),ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001023,KB-3.5033 BR-K(茶 抗菌),ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001024,KB-3.5043BR茶,ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001025,KB-3.5043K黒,ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001026,KB-3.5023 LBR,ﾍｱﾊﾞﾝﾄﾞ3.5,kg
704191I001027,KB-3.5023-K #59ﾌﾞﾙｰ 100kg未満,,kg
704191I001028,KB-3.5023-K #61ｸﾞﾘｰﾝ 100kg未満,ｺｳｷﾝ  #59,kg
704191I001029,KB-3.5023-K #26ｸﾞﾘｰﾝ 100kg未満,ｺｳｷﾝ  #59,kg
704191I001030,KB-3.5023-K #243ﾌﾞﾙｰ 100kg未満,ｺｳｷﾝ  #59,kg
704191I001031,KB-3.5023-K #52ﾌﾞﾙｰ 100kg未満,ｺｳｷﾝ,kg
704191I001032,KB-3.5023-K #348 ﾍﾞｰｼﾞｭ100kg未満,ｺｳｷﾝ,kg
704191I001033,KB-3.5023-K #53 ﾌﾞﾙｰ100kg未満,ｺｳｷﾝ,kg
704191I001034,KB-3.5023-K #330 ﾍﾞｰｼﾞｭ100kg未満,ｺｳｷﾝ,kg
704191I001035,KB-3.5023-K #41 ﾌﾞﾗｳﾝ100kg未満,,kg
704191I001036,KB-3.5023-K #50 ﾊﾞｲｵﾚｯﾄ100kg未満,,kg
704191I001037,KB-3.5023-K #40 ﾋﾟﾝｸ100kg未満,,kg
704191I002001,KB-3.5023 PK1-K 100kg以上, PK-1K-K,kg
704191I002002,KB-3.5023 RD1-K 100kg以上,KB-3.5023,kg
704191I002003,KB-3.5023 YL1-K 100kg以上,YLA-K1-K,kg
704191I002004,KB-3.5023 OR1-K 100kg以上,OR1-K,kg
704191I002005,KB-3.5023 PL1-K 100kg以上,PL1-K,kg
704191I002006,KB-3.5023 P2-K 100kg以上,P2-K,kg
704191I002007,KB-3.5023 FP2-K100kg以上,FP,kg
704191I002008,KB-3.5023 B9-K 100kg以上,B9-K,kg
704191I002009,KB-3.5023 Y11-K100kg以上,Y11-K,kg
704191I003001,KB-3.5023-K #330 ﾍﾞｰｼﾞｭ100kg以上,ｲｼﾞｮｳ,kg
704191I003002,KB-3.5023-K #50 ﾊﾞｲｵﾚｯﾄ100kg未上,ｳｴ,kg
704191I003003,KB-3.5023-K #40 ﾋﾟﾝｸ100kg以上,ｲｼﾞｮｳ,kg
704191I003004,KB-3.5023-K #53 ﾌﾞﾙｰ100kg以上,ｲｼﾞｮｳ,kg
704191I003005,KB-3.5023-K #52ﾌﾞﾙｰ 100kg以上,ｲｼﾞｮｳ,kg
704191I003006,KB-3.5023-K #243ﾌﾞﾙｰ 100kg以上,ｲｼﾞｮｳ,kg
704191I003007,KB-3.5023-K #41 ﾌﾞﾗｳﾝ100kg以上,ｲｼﾞｮｳ,kg
704191I003008,KB-3.5023-K #348 ﾍﾞｰｼﾞｭ100kg以上,ｲｼﾞｮｳ,kg
70419K002001,ｳﾚﾀﾝﾁｭｰﾌﾞ折幅35mm 10m,ｳﾚﾀﾝ,本
710011D002001,04用ﾄﾘﾑ,ﾄﾘﾑ,
710011D003001,08400K107800-1 ｷｼﾞ-SDEM-F698(D50L),SDEM-F698,本
710011D003002,08400K107800-3 ｷｼﾞ-SDEM-R798(D50L),SDEM-R798,本
710011D003003,08400K108200-1 ｷｼﾞ-SDEM-F828(D51L),SDEM-F828,本
710011D003004,08400K224700-1 ｷｼﾞ-SDEM-F226(D20L),SDEM RR,本
710011D003005,08400K224700-2 ｷｼﾞ-SDEM-F271(D20L),SDEM RR,本
710011D003006,08400K224700-3 ｷｼﾞ-SDEM-R688(D20L),SDEM RR,本
710011D003007,08400K225000-1 ｷｼﾞ-SDEM-F747 (D14H),SDEM,本
710011D003008,08400K225000-3 ｷｼﾞ-SDEM-R852(D14H),SDEM,本
710011D003009,08400K225200-1 ｷｼﾞ-SDEM-F616(D17H-S),SDEM,本
710011D003010,08400K225200-1 ｷｼﾞ-SDEM-F656(D17H),SDEM,本
710011D003011,08400K225200-1 ｷｼﾞ-SDEM-F656(D17H),08400k2252,本
710011D003012,08400K225200-3 ｷｼﾞ-SDEM-R666(D17H-S),SDEM,本
710011D003013,08400K225200-3 ｷｼﾞ-SDEM-R702(D17H),SDEM,本
710011D003014,08400K225200-3 ｷｼﾞ-SDEM-R702(D17H),SDEM RR,本
710011D003015,08400K225300-1 ｷｼﾞ-SDEM-F631(D08H),SDEM,本
710011D003016,08400K225300-3 ｷｼﾞ-SDEM-R742(D08H),SDEM,本
710011D003017,08400K225400-1 ｷｼﾞ-SDEM-F666(D07H),SDEM,本
710011D003018,08400K225400-3 ｷｼﾞ-SDEM-R877(D07H),SDEM,本
710011D003019,08400K225500-1 ｷｼﾞ-SDEM-F777(DO1H-S),SDEM,本
710011D003020,08400K225500-3 ｷｼﾞ-SDEM-R351(DO1H-S),SDEM,本
710011D003021,08400K225600-1 ｷｼﾞ-SDEM-F582(DO1H-A),SDEM,本
710011D003022,08400K225600-3 ｷｼﾞ-SDEM-R351(DO1H-A),SDEM,本
710011D003023,08400K504200-1 ｷｼﾞ-SDEM-F/RH472(D99L,SDEM-FR-R,本
710011D003024,D20L-SDEM ｽﾀﾘｯｼｭﾄﾞｱｴｯｼﾞﾓｰﾙ L=1000,D20Lｽﾀﾘｯｼｭ,本
710011D003025,D70L ｽﾀｲﾘｯｼｭﾄﾞｱﾓｰﾙ,d70l ｽﾀｲﾘｯ,ヶ
710011D003026,08400K225100-1 ｷｼﾞ-SDEM-F656(D17H),SDEM,本
